Country,Province,Name,Owner,Shareholders,ShareholderNationality,PlantRiver,Latitude,Longitude,Status,Capacity,Year,Capital,Link,
Equador,Azuay y Morona Santiago,Cardenillo,HidroPaute (will be managed by a private company),Corporación Eléctrica del Ecuador,Equador,Paute,-2.616208,-78.426897,Planejado,593 ,Indeterminado,Estatal  ,https://www.celec.gob.ec/celecsur/index.php/generacion/paute-cardenillo,
Equador,Morona Santiago,Zamora Santiago,HidroPaute,Corporación Eléctrica del Ecuador,Equador,Zamora,-3.018262,-78.216193,Planejado,3649 ,Indeterminado,Estatal,https://www.recursosyenergia.gob.ec/gobierno-nacional-impulsa-la-concesion-de-la-construccion-del-nuevo-proyecto-hidroelectrico-santiago/,
Equador,Napo,Quijos,Coca codo Sinclair,Corporación Eléctrica del Ecuador,Equador,Papallacta / Quijos,-0.435107,-77.968888,Planejado,50 ,Indeterminado,Estatal,https://www.celec.gob.ec/cocacodosinclair/index.php/2015-09-07-17-45-09/headers/quijos,
Equador,"Pichincha, Santo Domingo de los Tsáchilas y Cotopaxi",Toachi Pilaton,HidroToapi,Corporación Eléctrica del Ecuador,Equador,Toachi,-0.36759,-78.915071,Planejado,254.40 ,Indeterminado,Estatal,https://www.recursosyenergia.gob.ec/proyecto-hidroelectrico-toachi-pilaton/,
Colômbia,Guavio,Guavio,ENEL Colombia,Enel Green Power,Itália,Guavio,4.725985,-73.481748,Operacional,1250 ,1992,Privado,https://web.archive.org/web/20110916070829/http://www.ingetec.com.co/experiencia/textos-proyectos/proyecto-hidroelectricos/guavio.htm,
Colômbia,Oriennte,San Carlos,ISAGEN,Brookfield Asset Management,Canadá,San Carlos / Guatape,6.216675,-74.839354,Operacional,1240 ,1984,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Neira y Oriente,Chivor,AES Colombia,AES Corporation,Estados Unidos,Bata,4.88155,-73.230854,Operacional,1000 ,1982,Privado,https://www.banrepcultural.org/coleccion-bibliografica/especiales/central-hidroelectrica-de-chivor,
Colômbia,Yariguíes y Metropolitana,Sogamoso,ISAGEN,Brookfield Asset Management,Canadá,Sogamoso,7.101823,-73.409288,Operacional,819 ,2014,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Nordeste antioqueño,Porce III,Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Porce,6.939066,75.139218,Operacional,700 ,2011,Estatal,https://cu.epm.com.co/institucional/sobre-epm/nuestras-plantas/plantas-de-energia/centrales-hidroelectricas-epm#Minicentrales-Generaci-n-515,
Colômbia,Oriente,Guatapé,Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Nare,6.28213,-75.094846,Operacional,560 ,1971,Estatal,https://cu.epm.com.co/institucional/sobre-epm/nuestras-plantas/plantas-de-energia/centrales-hidroelectricas-epm#Minicentrales-Generaci-n-515,
Colômbia,Norte,Betania,ENEL Colombia,Enel Green Power,Itália,Magdalena,2.706978,-75.430027,Operacional,540 ,1987,Privado,https://www.enel.com.co/es/conoce-enel/enel-generacion/centrales-electricas.html,
Colômbia,Nordeste antioqueño,Porce II (Juan Guillermo Penagos Estrada),Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Porce,6.838952,-75.189291,Operacional,405 ,1999,Estatal,https://cu.epm.com.co/institucional/sobre-epm/nuestras-plantas/plantas-de-energia/centrales-hidroelectricas-epm#Minicentrales-Generaci-n-515,
Colômbia,Magdalena caldense,Miel I,ISAGEN,Brookfield Asset Management,Canadá,La Miel,5.560556,-74.886667,Operacional,396 ,2002,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Centro y Occidente,El Quimbo,ENEL Colombia,Enel Green Power,Itália,Magdalena,2.4506,-75.564402,Operacional,396 ,2015,Privado,https://www.anla.gov.co/proyectos/proyecto-de-interes-en-seguimiento-proyecto-hidroelectrico-el-quimbo,
Colômbia,Tierralta,Urra,Empresa Urrá S.A. E.S.P.,Empresa Urrá S.A. E.S.P.,Colômbia,Sinu,8.0125,-76.202752,Operacional,340 ,1993,Estatal,"https://urra.com.co/gestion-tecnica/#:~:text=URR%C3%81%20I%20es%20la%20%C3%BAnica,es%20de%20930%20GWh%2Fa%C3%B1o.",
Colômbia,"Sumapaz, Tequendama y Soacha",La Guaca (Pagua),ENEL Colombia,Enel Green Power,Itália,Bogotá,4.589578,-74.459805,Operacional,324 ,1987,Privado,https://www.enel.com.co/es/conoce-enel/enel-generacion/centrales-electricas.html,
Colômbia,Magdalena Medio y Norte,Salvajina,CELSIA COLOMBIA S.A. E.S.P.,Grupo Argos,Colômbia,Cauca,2.943517,-76.705021,Operacional,285 ,1986,Privado,https://www.celsia.com/wp-content/uploads/2021/04/CENTRAL-HIDROELECTRICA-SALVAJINA.pdf,
Colômbia,Valle de Aburrá,La Tasajera,Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Grande,6.412809,-75.429378,Operacional,306 ,1993,Estatal,https://cu.epm.com.co/institucional/sobre-epm/nuestras-plantas/plantas-de-energia/centrales-hidroelectricas-epm#Minicentrales-Generaci-n-515,
Colômbia,"Sumapaz, Tequendama y Soacha",Paraiso (Pagua),ENEL Colombia,Enel Green Power,Itália,Bogotá,4.571157,-74.402665,Operacional,276 ,1986,Privado,https://www.enel.com.co/es/conoce-enel/enel-generacion/centrales-electricas.html,
Colômbia,Oriente,Playas,Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Nare / Guatape,6.292395,-74.940478,Operacional,207 ,1979,Estatal,https://cu.epm.com.co/institucional/sobre-epm/nuestras-plantas/plantas-de-energia/centrales-hidroelectricas-epm#Minicentrales-Generaci-n-515,
Colômbia,Nordeste y Oriente,Jaguas,ISAGEN,Brookfield Asset Management,Canadá,Nare / Guatape,6.348813,-75.004897,Operacional,170 ,1988,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Tequendama,Dario Valencia Samper,ENEL Colombia,Enel Green Power,Itália,Bogotá,4.602191,-74.431509,Operacional,150 ,1973,Privado,https://www.power-technology.com/marketdata/dario-valencia-samper-colombia/,
Colômbia,Centro Sur,San Francisco,Central Hidroeléctrica de Caldas S.A. E.S.P.,Grupo EMP,Colômbia,Cauca,5.050122,-75.74289,Operacional,135 ,1969,Estatal,https://www.bnamericas.com/es/perfil-proyecto/central-hidroelectrica-san-francisco,
Colômbia,Centro,Calima,CELSIA COLOMBIA S.A. E.S.P.,Grupo Argos,Colômbia,Calima / Bravo,3.879706,-76.559661,Operacional,132 ,1966,Privado,https://www.celsia.com/wp-content/uploads/2021/04/CENTRAL-HIDROELECTRICA-CALIMA.pdf,
Colômbia,Sur,Amoya La Esperanza,ISAGEN,Brookfield Asset Management,Canadá,Amoya / Davis,3.808758,-75.584608,Operacional,80 ,2013,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Nordeste y Valle de Aburrá,Carlos Lleras,Hidroeléctrica del Alto Porce S.A.S. E.S.P.,Hidroeléctrica del Alto Porce S.A.S. E.S.P.,Colômbia,Medellin,6.520852,-75.251646,Operacional,78.2 ,2016,Privado,https://www.mincivil.com/?portfolio=central-hidroelectrica-carlos-lleras-restrepo,
Colômbia,Oriente,Escuela de Minas,Hidroeléctrica del Alto Porce S.A.S. E.S.P.,Hidroeléctrica del Alto Porce S.A.S. E.S.P.,Colômbia,Negro,6.232607,-75.266752,Operacional,55 ,2019,Privado,https://www.mincivil.com/?portfolio=central-2,
Colômbia,Sur,Cucuana,CELSIA COLOMBIA S.A. E.S.P.,Grupo Argos,Colômbia,Cucuana / San Marcos,4.01666,-75.52385,Operacional,56 ,2015,Privado,https://conconcreto.com/hidroelectrica-cucuana/,
Colômbia,Suroriente,Prado (Hidroprado),CELSIA COLOMBIA S.A. E.S.P.,Grupo Argos,Colômbia,Prado / Cunday,3.754893,-74.891245,Operacional,51 ,1973,Privado,https://www.celsia.com/es/quienes-somos/centrales-hidroelectricas/,
Colômbia,Occidente,Alto y Bajo Anchicayá (Alban),CELSIA COLOMBIA S.A. E.S.P.,Grupo Argos,Colômbia,Achicaya,3.536419,-76.869701,Operacional,429 ,1995,Privado,https://www.celsia.com/es/quienes-somos/centrales-hidroelectricas/,
Colômbia,Oriente,San Miguel,ISAGEN,Brookfield Asset Management,Canadá,Calderas,5.968637,-75.051102,Operacional,52 ,2015,Privado,https://www.isagen.com.co/es/nuestro-negocio/generamos-energia,
Colômbia,Nordeste antioqueño,Guadalupe III (Guatron),Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Guadalupe,6.792916,-75.22716,Operacional,270 ,1962,Estatal,https://www.grupo-epm.com/site/Portals/1/plegables/HIDROELECTRICAS/p045%20Desarrollo%20hidroel%C3%A9ctrico%20del%20R%C3%ADo%20Guadalupe.pdf,
Colômbia,Nordeste antioqueño,Guadalupe IV (Diego Calle Restrepo) (Guatron),Empresas Públicas de Medellín (EMP),Grupo EMP,Colômbia,Guadalupe,6.778337,-75.249498,Operacional,216 ,1985,Estatal,https://www.grupo-epm.com/site/Portals/1/plegables/HIDROELECTRICAS/p045%20Desarrollo%20hidroel%C3%A9ctrico%20del%20R%C3%ADo%20Guadalupe.pdf,
Colômbia,Norte,Hidroituango,"Empresas Públicas de Medellín - mode BOOMT (Build, Operate, Own, Maintain and Transfer) to Hidroelectrica Ituango S.A., E.S.P.",Grupo EMP,Colômbia,Cauca,7.133043,-75.658917,Planejado,2400 ,Indeterminado,Privado,https://www.hidroituango.com.co/hidroituango,
Colômbia,Puerto Rico,La Paz (Caqueta),Universal Stream S.A. E.S.P.,Universal Stream S.A. E.S.P.,Colômbia,Guayas,1.867064,-75.107291,Planejado,659 ,2025,Privado,https://www.hydroreview.com/regulation-and-policy/universal-stream-submits-plans-for-648-mw-la-paz-hydroelectric-project-in-colombia/#gref,
Colômbia,Magdalena caldense y Oriente antioqueño,Butantan,GENSA S.A. E.S.P.,GENSA S.A. E.S.P.,Colômbia,Samana Sur,5.97193,-74.935241,Planejado,460 ,2029,Estatal,https://www.gensa.com.co/proyectos/butantan/,
Colômbia,Lengupá,Lengupa,GESTION Y DISEÑOS ELECTRICOS S.A. - GDEL S.A.,GESTION Y DISEÑOS ELECTRICOS S.A. - GDEL S.A.,Colômbia,Lengupa,5.004471,-73.11809,Planejado,98 ,2024,Privado,https://www.power-technology.com/marketdata/lengupa-hydroelectric-project-colombia/,
Colômbia,Sur,Chilí,Energias del Rio Chili S.A.S.,Energias del Rio Chili S.A.S.,Colômbia,Chili,4.160478,-75.363018,Planejado,66 ,2027,Privado,https://docplayer.es/222136248-Energias-del-rio-chili-s-a-s.html,
Peru,Jauja,Chimay,Chinango S.A.C.,Enel Green Power,Itália,Tulumayo,-11.307137,-75.305394,Operacional,142.8 ,2000,Privado,https://www.enel.pe/es/inversionistas/enel-generacion-peru/chimay.html,
Peru,Yauyos y Cañete,El Platanal,Compañia Electrica El Platanal S.A.,CELEPSA,Peru,Cañete,-12.837612,-75.977138,Operacional,220 ,2010,Privado,https://celepsa.com/las-hidroelectricas/,
Peru,Tayacaja,Antunez de Mayolo,Electroperú S.A.,Electroperú S.A.,Peru,Mantaro,-12.354056,-74.655578,Operacional,798 ,1973,Estatal,http://www.electroperu.com.pe/ElectroWebPublica/PaginaExterna.aspx?id=12&modo=submenu3ero&idioma=ESPANOL,
Peru,Tayacaja,Restitucion,Electroperú S.A.,Electroperú S.A.,Peru,Mantaro,-12.349532,-74.64232,Operacional,210 ,1984,Estatal,http://www.electroperu.com.pe/ElectroWebPublica/PaginaExterna.aspx?id=12&modo=submenu3ero&idioma=ESPANOL,
Peru,Arequipa,Charcani V,Emp. de Generación Eléctrica de Arequipa S. A.,Emp. de Generación Eléctrica de Arequipa S. A.,Peru,Chili,-12.349472,-71.448039,Operacional,145.4 ,1988,Estatal,http://www.cesel.com.pe/proyectos_8704_ch_charcani.html,
Peru,Urubamba,Machu Picchu,Empresa de Generacion Electrica Machupicchu S.A.,Empresa de Generacion Electrica Machupicchu S.A.,Peru,Vilcanota,-16.261806,-71.448039,Operacional,192.5 ,1955,Estatal,https://www.egemsa.com.pe/central-hidroelectrica-machupicchu,
Peru,Carabaya,San Gaban II,Empresa de Generación Eléctrica San Gabán S. A. (China Three Gorges Corporation (China) y EDP (Energías de Portugal)(Portugal)),Empresa de Generación Eléctrica San Gabán S. A.,Peru,San Gaban,-13.646859,-70.461427,Operacional,114 ,1999,Misto,http://www.sangaban.com.pe/index.aspx?seccion=8201,
Peru,Huánuco y Pachitea,Chaglla,Empresa de Generación Huallaga S.A.,China Three Gorges Corporation,China,Huallaga,-9.696394,-75.8351,Operacional,456 ,2016,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.1.5.pdf,
Peru,Huarochirí,Huanza,Empresa de Generación Huanza S.A.,Compañía de Minas Buenaventura S.A.A.,Peru,Pallca y Conay,-11.656823,-76.481612,Operacional,96.8 ,2014,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.2.1.pdf,
Peru,Huarochirí,Callahuanca,Enel Generación Perú S.A.A.,Enel Green Power,Itália,Santa Eulalia,-11.836888,-76.624342,Operacional,82.6 ,1938,Privado,https://www.enel.pe/es/inversionistas/enel-generacion-peru/callahuanca.html,
Peru,Huarochirí,Huinco,Enel Generación Perú S.A.A.,Enel Green Power,Itália,Santa Eulalia,-11.76497,-76.615018,Operacional,258.4 ,1922,Privado,https://www.enel.pe/es/inversionistas/enel-generacion-peru/huinco.html,
Peru,Huarochirí,Matucana,Enel Generación Perú S.A.A.,Enel Green Power,Itália,Rimac,-11.886175,-76.455556,Operacional,120 ,1972,Privado,https://www.enel.pe/es/inversionistas/enel-generacion-peru/matucana.html,
Peru,Lima,Moyopampa,Enel Generación Perú S.A.A.,Enel Green Power,Itália,Rimac,-11.927801,-76.689408,Operacional,75.4 ,1950,Privado,https://www.enel.pe/es/inversionistas/enel-generacion-peru/moyopampa.html,
Peru,Pasco,Yuncan,ENGIE EnergÍa Perú S.A.,ENGIE,França,Paucartambo / Huachón,-10.72245,-75.644335,Operacional,130.1 ,2005,Privado,https://engie-energia.pe/wp-content/uploads/2020/11/Brochure-C-H-Yuncan.pdf,
Peru,Huaylas,Quitaracsa,ENGIE EnergÍa Perú S.A.,ENGIE,França,Quitaracsa,-8.805679,-77.853961,Operacional,115 ,2014,Privado,https://engie-energia.pe/wp-content/uploads/2020/11/Brochure_Quitaracsa_web.pdf,
Peru,Urubamba,Santa Teresa II,Inland Energy S.A.C.,China Three Gorges Corporation,China,Vilcanota,-13.135551,-72.583776,Planejado,100 ,2028,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.25.pdf,
Peru,Tayacaja,Cerro del Aguila,Kallpa Generación S.A.,Nautilus Energy Holding LLC,Ilhas Cayman,Mantaro,-12.291278,-74.684103,Operacional,524.6 ,2012,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.1.4.pdf,
Peru,Huaylas,Cañon del Pato,Orazul Energy Perú S.A.,Grupo ISA,Colômbia,Santa,-8.812961,-77.852305,Operacional,246.6 ,1967,Privado,https://www.sectorelectricidad.com/14401/historia-de-la-central-hidroelectrica-del-canon-del-pato-peru/,
Peru,Chota,Carhuaquero,Orazul Energy Perú S.A.,Grupo ISA,Colômbia,Chancay,-6.611658,-79.239172,Operacional,90 ,1995,Privado,https://www.coes.org.pe/Portal/FichaTecnica/FichaTecnica/DatosCentralH?id=264&iFamilia=4,
Peru,Paccha,Malpaso,Statkraft Perú S.A.,SN Power,Noruega,Mantaro,-11.417771,-76.036036,Operacional,54.4 ,1937,Privado,https://www.statkraft.com/globalassets/1-statkraft-public/peru/pdf/malpaso-espanol.pdf,
Peru,Junin,Yaupi,Statkraft Perú S.A. (SN Power),SN Power,Noruega,Paucartambo,-10.743161,-75.535953,Operacional,113.7 ,1957,Privado,https://www.statkraft.nl/globalassets/1-statkraft-public/peru/pdf/yaupi-espanol.pdf,
Peru,Huaura y Oyón,Cheves,Statkraft Perú S.A. (SN Power),SN Power,Noruega,Huaura / Checras,-10.885011,-76.975501,Operacional,171.7 ,2015,Privado,https://www.statkraft.com/globalassets/7-statkraft-peru/06-media/pdf-factsheets/factsheet-cheves-espanol.pdf,
Peru,Cutervo,Veracruz,Compañia Energetica Veracruz S.A.,Compañia Energetica Veracruz S.A.,Peru,Marañon,-5.281252,-78.426473,Planejado,635 ,2022,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.7.pdf,
Peru,Cortegana,Chadin II,AC Energia S.A.,Novonor (formerly Odebrecht),Brasil,Marañon,-6.427335,-78.225408,Planejado,600 ,2023,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.6.pdf,
Peru,Bagua,Lorena,Amazonas Energía S.A.C.,Andrade Gutierrez,Brasil,Marañon,-6.103668,-78.496136,Planejado,650 ,Indeterminado,Privado,http://maranonwaterkeeper.org/wp-content/uploads/2017/11/evap_Parte1.pdf,
Peru,"Celendín, San Marcos, Chachapoyas y Bolivar",Rio Grande I y II,Odebrecht Energía del Perú S.A.C.,Novonor (formerly known as Odebrecht),Brasil,Marañon,-6.968982,-77.994795,Planejado,750 ,Indeterminado,Privado,http://www.minem.gob.pe/minem/archivos/file/DGGAE/DGGAE/ARCHIVOS/estudios/EIAS%20-%20electricidad/EIA/EIA-ODEBRECHT-2015/RE-EIA%20R%C3%ADo%20Grande.pdf,
Peru,Carabaya,San Gabán III,Hydro Global Perú S.A.C. (China Three Gorges Corporation (China) y EDP (Energías de Portugal)(Portugal)),Empresa de Generación Eléctrica San Gabán S. A.,Peru,San Gaban,-13.51244,-70.423743,Planejado,205.8 ,2023,Misto,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.1.3.pdf,
Peru,Caylloma,Molloco,Generadora Eléctrica Molloco S.A.C.,Corsan (España) - Engevix (Brazil),Espanha / Brasil,Illigua / Molloco / Huaruro,-15.02055,-72.140032,Planejado,280 ,2020,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.1.2.pdf,
Peru,Canchis,Pucara,Empresa Generación Hidroelectrica del Cusco S.A.,Empresa Generación Hidroelectrica del Cusco S.A.,Peru,Urubamba / Salca / Acco,-14.114251,-71.417146,Planejado,178 ,2017,Estatal,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.1.1.pdf,
Peru,Concepción,Tulumayo IV,EGEJUNIN – TULUMAYO IV S.A.C.,GCZ ingenieros S.A.C.,Peru,Tulumayo,-11.666262,-75.086085,Planejado,56.2 ,2017,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.10.pdf,
Peru,Concepción,Tulumayo V,EGEJUNIN – TULUMAYO V S.A.C.,GCZ ingenieros S.A.C.,Peru,Tulumayo,-11.636039,-75.087042,Planejado,83.2 ,2021,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.13.pdf,
Peru,Lambayeque,Olmos 1,SINDICATO ENERGÉTICO S.A. – SINERSA,SINDICATO ENERGÉTICO S.A. – SINERSA,Peru,Huancabamba,-5.921283,-79.535424,Planejado,51 ,2026,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.9.pdf,
Peru,Jauja,Curibamba,Enel Generación Perú S.A.A.,Enel Green Power,Italia,Comas / Uchubamba,-11.381176,-75.25654,Planejado,195 ,2021,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.8.pdf,
Peru,Huamalies,Belo Horizonte,Compañia Energetica del Centro S.A.C.,Novonor (formerly Odebrecht),Brasil,Monzon,-9.258072,-76.07563,Planejado,180 ,2021,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.3.pdf,
Peru,Carabaya,Anto Ruiz III,Nueva Esperanza Hydro S.A.,Nueva Esperanza Hydro S.A.,Peru,Ayapata,-13.767527,-70.302712,Planejado,102.1 ,2025,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.22.pdf,
Peru,Carabaya,Anto Ruiz IV,Nueva Esperanza Hydro S.A.,Nueva Esperanza Hydro S.A.,Peru,Ayapata,-13.766234,-70.296168,Planejado,103.8 ,2026,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.23.pdf,
Peru,Quispicanchi,TTIO,Electro Araza S.A.C.,Electro Araza S.A.C.,Peru,Araza,-13.595429,-70.970952,Planejado,80 ,2027,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.29.pdf,
Peru,Quispicanchi,Capiri,Electro Araza S.A.C.,Electro Araza S.A.C.,Peru,Araza,-13.591882,-70.962533,Planejado,80 ,2027,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.30.pdf,
Peru,Pachitea - Huanuco,Huallaga I,Central Hidroelectrica Huallaga Hydro S.A.,Grupo Ibereólica Renovables,Espanha,Huallaga,-9.82008,-75.83522,Planejado,392 ,2027,Privado,http://www.osinerg.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.32.pdf,
Peru,Caylloma,Lluclla,Inland Energy S.A.C.,China Three Gorges Corporation,China,Sihuas,-16.174613,-72.033956,Planejado,288 ,2025,Privado,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/3.2.36.pdf,
,,,,,,,,,,,,,,
México,Nayarit,Aguamilpa (Solidaridad),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,21.8432748,-104.8053003,Operacional,960,1994,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Chiapas,Ángel Albino Corzo (Peñitas),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Grijalva,17.4462405,-93.4625834,Operacional,420,1987,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Sinaloa,Bacurato,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Sinaloa,25.8550607,-107.9084504,Operacional,92,1987,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Chiapas,Belisario Domínguez (Angostura),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Grijalva,16.4012915,-92.7775516,Operacional,900,1976,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Guerrero,Carlos Ramírez Ulloa (El Caracol),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Balsas,17.9478051,-99.9979887,Operacional,600,1986,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Michoacán,Cóbano,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Atuto,19.166257,-102.011808,Operacional,52,1955,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Jalisco,Colimilla,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,20.6999046,-103.2455527,Operacional,50,1951,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Michoacán,Cupatitzio,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Cupatitzio,19.2692843,-102.079639,Operacional,72,1962,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Guerrero,El Infiernillo,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Balsas,18.2734414,-101.9197671,Operacional,1120,1965,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Hidalgo,Fernando Hiriart Balderrama (Zimapán),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Moctezuma,20.663505,-99.5031887,Operacional,292,1996,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Coahuila,La Amistad,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Bravo,29.4488181,-101.0610814,Operacional,66,1987,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Nayarit,Leonardo Rodríguez Alcaine (El Cajón),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,21.4293261,-104.4541025,Operacional,750,2007,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Sinaloa,Luis Donaldo Colosio (Huites),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Fuerte,26.8440048,-108.3701887,Operacional,422,1996,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Jalisco,Manuel M. Diéguez (Santa Rosa),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,20.9093898,-103.7073505,Operacional,61,1964,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
